"","X.SUBMITTED.ID","FBID_KEY","NAME","SYMBOL","phenotype"
"1774","FBgn0029766","FBgn0029766","-","CG15784","lethal_recessive"
"1775","FBgn0011170","FBgn0011170","lethal (1) 291-5","l(1)291-5","lethal_recessive"
"1776","FBgn0005745","FBgn0005745","lethal (1) TK237","l(1)TK237","lethal_recessive"
"1777","FBgn0065885","FBgn0065885","lethal (2) SH0228","l(2)SH0228","lethal_recessive"
"1778","FBgn0260058","FBgn0260058","-","2L4081","lethal_recessive"
"1779","FBgn0027962","FBgn0027962","lethal (3) S145710a","l(3)S145710a","lethal_recessive"
"1780","FBgn0000911","FBgn0000911","female sterile (1) M121","fs(1)M121","lethal_recessive"
"1781","FBgn0061098","FBgn0061098","lethal (3) S009647","l(3)S009647","lethal_recessive"
"1782","FBgn0010498","FBgn0010498","lethal (2) 01848","l(2)01848","lethal_recessive"
"1783","FBgn0020841","FBgn0020841","Blacksburg, VA 238","l(2)BV238","lethal_recessive"
"1784","FBgn0002123","FBgn0002123","lethal (2) histolytic","l(2)hst","lethal_recessive"
"1785","FBgn0004367","FBgn0004367","meiotic 41","mei-41","lethal_recessive"
"1786","FBgn0019767","FBgn0019767","lethal (1) 54B1","l(1)54B1","lethal_recessive"
"1787","FBgn0069096","FBgn0069096","napoleon","nap","lethal_recessive"
"1788","FBgn0035025","FBgn0035025","unconventional prefoldin RPB5 interactor","uri","lethal_recessive"
"1789","FBgn0001520","FBgn0001520","lethal (1) 11Ad","l(1)11Ad","lethal_recessive"
"1790","FBgn0267384","FBgn0267384","Ubiquitin conjugating enzyme 7","Ubc7","lethal_recessive"
"1791","FBgn0065494","FBgn0065494","lethal (2) SH1225","l(2)SH1225","lethal_recessive"
"1792","FBgn0014306","FBgn0014306","lethal (3) neo53b","l(3)neo53b","lethal_recessive"
"1793","FBgn0262737","FBgn0262737","mushroom-body expressed","mub","lethal_recessive"
"1794","FBgn0004126","FBgn0004126","humilis","hum","lethal_recessive"
"1795","FBgn0264494","FBgn0264494","-","CG17646","lethal_recessive"
"1796","FBgn0027276","FBgn0027276","lethal (1) G0200","l(1)G0200","lethal_recessive"
"1797","FBgn0063409","FBgn0063409","lethal (3) 3450-N","l(3)3450-N","lethal_recessive"
"1798","FBgn0002079","FBgn0002079","lethal (2) 49Fh","l(2)49Fh","lethal_recessive"
"1799","FBgn0260987","FBgn0260987","verthandi","vtd","lethal_recessive"
"1800","FBgn0060400","FBgn0060400","lethal (3) S131909b","l(3)S131909b","lethal_recessive"
"1801","FBgn0040193","FBgn0040193","lethal (1) G0184","l(1)G0184","lethal_recessive"
"1802","FBgn0000783","FBgn0000783","female sterile (1) A1559","fs(1)A1559","lethal_recessive"
"1803","FBgn0023129","FBgn0023129","astray","aay","lethal_recessive"
"1804","FBgn0025759","FBgn0025759","lethal (3) 93DFc","l(3)93DFc","lethal_recessive"
"1805","FBgn0003297","FBgn0003297","rubbish","rubb","lethal_recessive"
"1806","FBgn0065416","FBgn0065416","lethal (2) SH1541","l(2)SH1541","lethal_recessive"
"1807","FBgn0028135","FBgn0028135","lethal (3) S050407a","l(3)S050407a","lethal_recessive"
"1808","FBgn0010816","FBgn0010816","lethal (3) 03773","l(3)03773","lethal_recessive"
"1809","FBgn0285952","FBgn0285952","eukaryotic translation elongation factor 5","eEF5","lethal_recessive"
"1810","FBgn0065689","FBgn0065689","lethal (2) SH0646","l(2)SH0646","lethal_recessive"
"1811","FBgn0005721","FBgn0005721","lethal (1) TK129","l(1)TK129","lethal_recessive"
"1812","FBgn0003186","FBgn0003186","quicksilver","qs","lethal_recessive"
"1813","FBgn0067368","FBgn0067368","lethal (2) NC204","l(2)NC204","lethal_recessive"
"1814","FBgn0060346","FBgn0060346","lethal (3) S143301b","l(3)S143301b","lethal_recessive"
"1815","FBgn0010516","FBgn0010516","walrus","wal","lethal_recessive"
"1816","FBgn0028188","FBgn0028188","lethal (3) S023635","l(3)S023635","lethal_recessive"
"1817","FBgn0001597","FBgn0001597","lethal (1) CP7","l(1)CP7","lethal_recessive"
"1818","FBgn0016808","FBgn0016808","lethal (1) L1","l(1)L1","lethal_recessive"
"1819","FBgn0027493","FBgn0027493","Adenylosuccinate synthetase","Adss","lethal_recessive"
"1820","FBgn0024660","FBgn0024660","lethal (2) k07160","l(2)k07160","lethal_recessive"
"1821","FBgn0065656","FBgn0065656","lethal (2) SH0721","l(2)SH0721","lethal_recessive"
"1822","FBgn0021784","FBgn0021784","lethal (3) 95BCa","l(3)95BCa","lethal_recessive"
"1823","FBgn0031050","FBgn0031050","Actin-related protein 10","Arp10","lethal_recessive"
"1824","FBgn0029039","FBgn0029039","lethal (2) G56","l(2)G56","lethal_recessive"
"1825","FBgn0010314","FBgn0010314","Cyclin-dependent kinase subunit 30A","Cks30A","lethal_recessive"
"1826","FBgn0262653","FBgn0262653","-","l(3)ED220-1","lethal_recessive"
"1827","FBgn0024863","FBgn0024863","lethal (3) 05471","l(3)05471","lethal_recessive"
"1828","FBgn0000422","FBgn0000422","Dopa decarboxylase","Ddc","lethal_recessive"
"1829","FBgn0003673","FBgn0003673","tiny chaetae","tc","lethal_recessive"
"1830","FBgn0028035","FBgn0028035","lethal (3) S101310","l(3)S101310","lethal_recessive"
"1831","FBgn0032812","FBgn0032812","Hakai","Hakai","lethal_recessive"
"1832","FBgn0033353","FBgn0033353","Baramicin B","BaraB","lethal_recessive"
"1833","FBgn0015960","FBgn0015960","lethal (2) 40Aa","l(2)40Aa","lethal_recessive"
"1834","FBgn0020305","FBgn0020305","dribble","dbe","lethal_recessive"
"1835","FBgn0022310","FBgn0022310","lethal (1) J67.3","l(1)J67.3","lethal_recessive"
"1836","FBgn0260590","FBgn0260590","-","2L3081","lethal_recessive"
"1837","FBgn0065832","FBgn0065832","lethal (2) SH0348","l(2)SH0348","lethal_recessive"
"1838","FBgn0028685","FBgn0028685","Regulatory particle triple-A ATPase 4","Rpt4","lethal_recessive"
"1839","FBgn0005509","FBgn0005509","lethal (2) 24EFg","l(2)24EFg","lethal_recessive"
"1840","FBgn0259174","FBgn0259174","Nedd4","Nedd4","lethal_recessive"
"1841","FBgn0027238","FBgn0027238","lethal (1) G0277","l(1)G0277","lethal_recessive"
"1842","FBgn0060895","FBgn0060895","lethal (3) S044402","l(3)S044402","lethal_recessive"
"1843","FBgn0015288","FBgn0015288","Ribosomal protein L22","RpL22","lethal_recessive"
"1844","FBgn0015434","FBgn0015434","lethal (1) 4Da","l(1)4Da","lethal_recessive"
"1845","FBgn0014300","FBgn0014300","lethal (3) 7-19","l(3)7-19","lethal_recessive"
"1846","FBgn0028146","FBgn0028146","lethal (3) S045507b","l(3)S045507b","lethal_recessive"
"1847","FBgn0026713","FBgn0026713","pre-mRNA processing factor 16","Prp16","lethal_recessive"
"1848","FBgn0065206","FBgn0065206","lethal (2) SH2279","l(2)SH2279","lethal_recessive"
"1849","FBgn0065469","FBgn0065469","lethal (2) SH1335","l(2)SH1335","lethal_recessive"
"1850","FBgn0003176","FBgn0003176","Plexate","Plexate","lethal_recessive"
"1851","FBgn0000629","FBgn0000629","Enhancer of zeste","E(z)","lethal_recessive"
"1852","FBgn0069086","FBgn0069086","sahnehaeubchen","sah","lethal_recessive"
"1853","FBgn0061502","FBgn0061502","lethal (2) 44Fn","l(2)44Fn","lethal_recessive"
"1854","FBgn0060597","FBgn0060597","lethal (3) S092006b","l(3)S092006b","lethal_recessive"
"1855","FBgn0016850","FBgn0016850","lethal (1) N31","l(1)N31","lethal_recessive"
"1856","FBgn0065907","FBgn0065907","lethal (2) SH0190","l(2)SH0190","lethal_recessive"
"1857","FBgn0029061","FBgn0029061","lethal (1) G0372","l(1)G0372","lethal_recessive"
"1858","FBgn0065970","FBgn0065970","lethal (2) 45Da","l(2)45Da","lethal_recessive"
"1859","FBgn0010109","FBgn0010109","deadpan","dpn","lethal_recessive"
"1860","FBgn0038391","FBgn0038391","GATAe","GATAe","lethal_recessive"
"1861","FBgn0027155","FBgn0027155","lethal (3) 31-1","l(3)31-1","lethal_recessive"
"1862","FBgn0015439","FBgn0015439","lethal (1) 5DEa","l(1)5DEa","lethal_recessive"
"1863","FBgn0020282","FBgn0020282","lethal (3) rF149","l(3)rF149","lethal_recessive"
"1864","FBgn0010825","FBgn0010825","Grunge","Gug","lethal_recessive"
"1865","FBgn0086134","FBgn0086134","Proteasome alpha2 subunit","Prosalpha2","lethal_recessive"
"1866","FBgn0004970","FBgn0004970","lethal (1) 4Ea","l(1)4Ea","lethal_recessive"
"1867","FBgn0001405","FBgn0001405","lethal (1) 3Ag","l(1)3Ag","lethal_recessive"
"1868","FBgn0001745","FBgn0001745","lethal (1) HM17","l(1)HM17","lethal_recessive"
"1869","FBgn0011324","FBgn0011324","lethal (3) j2B1","l(3)j2B1","lethal_recessive"
"1870","FBgn0010950","FBgn0010950","lethal (3) j00015","l(3)j00015","lethal_recessive"
"1871","FBgn0065718","FBgn0065718","lethal (2) SH0575","l(2)SH0575","lethal_recessive"
"1872","FBgn0011483","FBgn0011483","lethal (3) neo50","l(3)neo50","lethal_recessive"
"1873","FBgn0262111","FBgn0262111","forked","f","lethal_recessive"
"1874","FBgn0019789","FBgn0019789","lethal (1) 14","l(1)14","lethal_recessive"
"1875","FBgn0065757","FBgn0065757","lethal (2) SH0486","l(2)SH0486","lethal_recessive"
"1876","FBgn0031571","FBgn0031571","bark beetle","bark","lethal_recessive"
"1877","FBgn0003360","FBgn0003360","stress-sensitive B","sesB","lethal_recessive"
"1878","FBgn0021993","FBgn0021993","lethal (2) k09601","l(2)k09601","lethal_recessive"
"1879","FBgn0002649","FBgn0002649","Margin","Margin","lethal_recessive"
"1880","FBgn0003137","FBgn0003137","Papilin","Ppn","lethal_recessive"
"1881","FBgn0024685","FBgn0024685","lethal (1) DC711","l(1)DC711","lethal_recessive"
"1882","FBgn0261284","FBgn0261284","boudin","bou","lethal_recessive"
"1883","FBgn0010615","FBgn0010615","lethal (2) 06253","l(2)06253","lethal_recessive"
"1884","FBgn0028589","FBgn0028589","lethal (3) L7160a","l(3)L7160a","lethal_recessive"
"1885","FBgn0002458","FBgn0002458","lethal (3) SG11","l(3)SG11","lethal_recessive"
"1886","FBgn0065198","FBgn0065198","lethal (2) SH2315","l(2)SH2315","lethal_recessive"
"1887","FBgn0004876","FBgn0004876","center divider","cdi","lethal_recessive"
"1888","FBgn0066350","FBgn0066350","lethal (3) 99DEe","l(3)99DEe","lethal_recessive"
"1889","FBgn0020839","FBgn0020839","Canonsburg, PA 241","l(2)CP241","lethal_recessive"
"1890","FBgn0041716","FBgn0041716","stern","srn","lethal_recessive"
"1891","FBgn0015544","FBgn0015544","spaghetti","spag","lethal_recessive"
"1892","FBgn0015491","FBgn0015491","lethal (3) 65ACa","l(3)65ACa","lethal_recessive"
"1893","FBgn0001729","FBgn0001729","lethal (1) ESHS50","l(1)ESHS50","lethal_recessive"
"1894","FBgn0044512","FBgn0044512","lethal (3) S007708","l(3)S007708","lethal_recessive"
"1895","FBgn0283652","FBgn0283652","Ribonuclease P/MRP subunit p30","Rpp30","lethal_recessive"
"1896","FBgn0004381","FBgn0004381","Kinesin-like protein at 68D","Klp68D","lethal_recessive"
"1897","FBgn0014327","FBgn0014327","lethal (3) ry60","l(3)ry60","lethal_recessive"
"1898","FBgn0028199","FBgn0028199","lethal (3) S020114","l(3)S020114","lethal_recessive"
"1899","FBgn0010855","FBgn0010855","lethal (3) 05088","l(3)05088","lethal_recessive"
"1900","FBgn0004519","FBgn0004519","lethal (4) 102CDc","l(4)102CDc","lethal_recessive"
"1901","FBgn0060590","FBgn0060590","lethal (3) S093501b","l(3)S093501b","lethal_recessive"
"1902","FBgn0043482","FBgn0043482","lethal (3) 66EFd","l(3)66EFd","lethal_recessive"
"1903","FBgn0023015","FBgn0023015","lethal (3) S029910","l(3)S029910","lethal_recessive"
"1904","FBgn0001664","FBgn0001664","lethal (1) EA61","l(1)EA61","lethal_recessive"
"1905","FBgn0000779","FBgn0000779","female sterile (1) A1459","fs(1)A1459","lethal_recessive"
"1906","FBgn0060745","FBgn0060745","lethal (3) S066003","l(3)S066003","lethal_recessive"
"1907","FBgn0036340","FBgn0036340","Serine-arginine repetitive matrix 1","Srrm1","lethal_recessive"
"1908","FBgn0002258","FBgn0002258","lethal (3) 68Fc","l(3)68Fc","lethal_recessive"
"1909","FBgn0022120","FBgn0022120","lethal (2) k06617","l(2)k06617","lethal_recessive"
"1910","FBgn0004527","FBgn0004527","lethal (4) 102CDj","l(4)102CDj","lethal_recessive"
"1911","FBgn0028089","FBgn0028089","lethal (3) S083705","l(3)S083705","lethal_recessive"
"1912","FBgn0034876","FBgn0034876","wing morphogenesis defect","wmd","lethal_recessive"
"1913","FBgn0010902","FBgn0010902","lethal (3) 06803","l(3)06803","lethal_recessive"
"1914","FBgn0028196","FBgn0028196","lethal (3) S022231b","l(3)S022231b","lethal_recessive"
"1915","FBgn0013489","FBgn0013489","lethal (1) 6PP7","l(1)6PP7","lethal_recessive"
"1916","FBgn0004849","FBgn0004849","Suppressor of variegation 2-1","Su(var)2-1","lethal_recessive"
"1917","FBgn0027148","FBgn0027148","lethal (3) 71CDb","l(3)71CDb","lethal_recessive"
"1918","FBgn0011535","FBgn0011535","lethal (3) 00945","l(3)00945","lethal_recessive"
"1919","FBgn0010700","FBgn0010700","lethal (2) s4831","l(2)s4831","lethal_recessive"
"1920","FBgn0001718","FBgn0001718","lethal (1) ESHS39","l(1)ESHS39","lethal_recessive"
"1921","FBgn0021832","FBgn0021832","lethal (2) k15826","l(2)k15826","lethal_recessive"
"1922","FBgn0065278","FBgn0065278","lethal (2) SH2044","l(2)SH2044","lethal_recessive"
"1923","FBgn0060604","FBgn0060604","lethal (3) S091104","l(3)S091104","lethal_recessive"
"1924","FBgn0027958","FBgn0027958","lethal (3) S147913","l(3)S147913","lethal_recessive"
"1925","FBgn0027127","FBgn0027127","lethal (3) H94","l(3)H94","lethal_recessive"
"1926","FBgn0060981","FBgn0060981","lethal (3) S028317","l(3)S028317","lethal_recessive"
"1927","FBgn0015451","FBgn0015451","lethal (1) 9Fk","l(1)9Fk","lethal_recessive"
"1928","FBgn0015427","FBgn0015427","lethal (1) 1Fg","l(1)1Fg","lethal_recessive"
"1929","FBgn0000755","FBgn0000755","female sterile (1) A436","fs(1)A436","lethal_recessive"
"1930","FBgn0028183","FBgn0028183","lethal (3) S024135","l(3)S024135","lethal_recessive"
"1931","FBgn0001278","FBgn0001278","Jammed","J","lethal_recessive"
"1932","FBgn0017364","FBgn0017364","lethal (3) 89Br","l(3)89Br","lethal_recessive"
"1933","FBgn0022144","FBgn0022144","lethal (2) k06107","l(2)k06107","lethal_recessive"
"1934","FBgn0014243","FBgn0014243","lethal (2) 32Ad","l(2)32Ad","lethal_recessive"
"1935","FBgn0061494","FBgn0061494","lethal (3) 18304","l(3)18304","lethal_recessive"
"1936","FBgn0010904","FBgn0010904","lethal (3) 06906","l(3)06906","lethal_recessive"
"1937","FBgn0067653","FBgn0067653","sd-2","sd-2","lethal_recessive"
"1938","FBgn0041186","FBgn0041186","Stem-loop binding protein","Slbp","lethal_recessive"
"1939","FBgn0001363","FBgn0001363","lethal (1) 1Fb","l(1)1Fb","lethal_recessive"
"1940","FBgn0065220","FBgn0065220","lethal (2) SH2232","l(2)SH2232","lethal_recessive"
"1941","FBgn0028113","FBgn0028113","lethal (3) S065103","l(3)S065103","lethal_recessive"
"1942","FBgn0024571","FBgn0024571","lethal (3) L7251","l(3)L7251","lethal_recessive"
"1943","FBgn0002468","FBgn0002468","lethal (3) SG23","l(3)SG23","lethal_recessive"
"1944","FBgn0022307","FBgn0022307","lethal (1) L19.1","l(1)L19.1","lethal_recessive"
"1945","FBgn0036702","FBgn0036702","AFG3 like matrix AAA peptidase subunit 2","Afg3l2","lethal_recessive"
"1946","FBgn0277425","FBgn0277425","-","l(3)psg22","lethal_recessive"
"1947","FBgn0022041","FBgn0022041","lethal (2) k08317","l(2)k08317","lethal_recessive"
"1948","FBgn0263892","FBgn0263892","-","l(3)GL45","lethal_recessive"
"1949","FBgn0060410","FBgn0060410","lethal (3) S130313a","l(3)S130313a","lethal_recessive"
"1950","FBgn0035471","FBgn0035471","Trans-2,3-enoyl-CoA reductase","Tecr","lethal_recessive"
"1951","FBgn0061075","FBgn0061075","lethal (3) S015110b","l(3)S015110b","lethal_recessive"
"1952","FBgn0001785","FBgn0001785","lethal (1) M83","l(1)M83","lethal_recessive"
"1953","FBgn0041733","FBgn0041733","merlin on 3","mer-on-3","lethal_recessive"
"1954","FBgn0011211","FBgn0011211","bellwether","blw","lethal_recessive"
"1955","FBgn0259108","FBgn0259108","futsch","futsch","lethal_recessive"
"1956","FBgn0014298","FBgn0014298","lethal (3) 64Bi","l(3)64Bi","lethal_recessive"
"1957","FBgn0026239","FBgn0026239","GUK-holder","gukh","lethal_recessive"
"1958","FBgn0020535","FBgn0020535","lethal (2) k06003","l(2)k06003","lethal_recessive"
"1959","FBgn0004685","FBgn0004685","lethal (1) Mc51","l(1)Mc51","lethal_recessive"
"1960","FBgn0026091","FBgn0026091","E(lt[v])335","E(lt[v])335","lethal_recessive"
"1961","FBgn0022122","FBgn0022122","lethal (2) k06608b","l(2)k06608b","lethal_recessive"
"1962","FBgn0005699","FBgn0005699","lethal (1) TK102","l(1)TK102","lethal_recessive"
"1963","FBgn0065796","FBgn0065796","lethal (2) SH0416","l(2)SH0416","lethal_recessive"
"1964","FBgn0024855","FBgn0024855","lethal (3) 96Bg","l(3)96Bg","lethal_recessive"
"1965","FBgn0026401","FBgn0026401","Nipped-B","Nipped-B","lethal_recessive"
"1966","FBgn0005677","FBgn0005677","dachshund","dac","lethal_recessive"
"1967","FBgn0028599","FBgn0028599","lethal (2) W9","l(2)W9","lethal_recessive"
"1968","FBgn0001321","FBgn0001321","knickkopf","knk","lethal_recessive"
"1969","FBgn0046125","FBgn0046125","E(To)1","E(To)1","lethal_recessive"
"1970","FBgn0041783","FBgn0041783","S(Sev-CycE)D28","S(Sev-CycE)D28","lethal_recessive"
"1971","FBgn0028357","FBgn0028357","lethal (1) G0152","l(1)G0152","lethal_recessive"
"1972","FBgn0001804","FBgn0001804","lethal (1) Mc32","l(1)Mc32","lethal_recessive"
"1973","FBgn0002487","FBgn0002487","lethal (3) SG47","l(3)SG47","lethal_recessive"
"1974","FBgn0065545","FBgn0065545","lethal (2) SH1052","l(2)SH1052","lethal_recessive"
"1975","FBgn0021895","FBgn0021895","yantar","ytr","lethal_recessive"
"1976","FBgn0015985","FBgn0015985","lethal (2) PC4-N","l(2)PC4-N","lethal_recessive"
"1977","FBgn0010803","FBgn0010803","Tryptophanyl-tRNA synthetase","TrpRS","lethal_recessive"
"1978","FBgn0025181","FBgn0025181","fs(1)11-1505","fs(1)11-1505","lethal_recessive"
"1979","FBgn0000524","FBgn0000524","deltex","dx","lethal_recessive"
"1980","FBgn0040297","FBgn0040297","Na[+]/H[+] hydrogen exchanger 2","Nhe2","lethal_recessive"
"1981","FBgn0061011","FBgn0061011","lethal (3) S026203b","l(3)S026203b","lethal_recessive"
"1982","FBgn0003325","FBgn0003325","Scotched eye","Scotched-eye","lethal_recessive"
"1983","FBgn0061498","FBgn0061498","lethal (2) 45Ao","l(2)45Ao","lethal_recessive"
"1984","FBgn0040290","FBgn0040290","RecQ4 helicase","RecQ4","lethal_recessive"
"1985","FBgn0015785","FBgn0015785","Plane","Pla","lethal_recessive"
"1986","FBgn0283451","FBgn0283451","broad","br","lethal_recessive"
"1987","FBgn0000853","FBgn0000853","female sterile (1) M43","fs(1)M43","lethal_recessive"
"1988","FBgn0005704","FBgn0005704","lethal (1) TK107","l(1)TK107","lethal_recessive"
"1989","FBgn0016630","FBgn0016630","Enhancer of glass 2F","E(gl)2F","lethal_recessive"
"1990","FBgn0061054","FBgn0061054","lethal (3) S023014b","l(3)S023014b","lethal_recessive"
"1991","FBgn0020389","FBgn0020389","PAPS synthetase","Papss","lethal_recessive"
"1992","FBgn0002225","FBgn0002225","lethal (3) 68Ae","l(3)68Ae","lethal_recessive"
"1993","FBgn0261373","FBgn0261373","-","CG33228","lethal_recessive"
"1994","FBgn0027197","FBgn0027197","lethal (2) 30Ca","l(2)30Ca","lethal_recessive"
"1995","FBgn0060316","FBgn0060316","lethal (3) S147410","l(3)S147410","lethal_recessive"
"1996","FBgn0022297","FBgn0022297","lethal (1) M37.2","l(1)M37.2","lethal_recessive"
"1997","FBgn0262976","FBgn0262976","leg arista wing complex","lawc","lethal_recessive"
"1998","FBgn0027254","FBgn0027254","lethal (1) G0249","l(1)G0249","lethal_recessive"
"1999","FBgn0000063","FBgn0000063","Monopolar spindle 1","Mps1","lethal_recessive"
"2000","FBgn0020618","FBgn0020618","Receptor of activated protein kinase C 1","Rack1","lethal_recessive"
"2001","FBgn0024626","FBgn0024626","lethal (2) k16616","l(2)k16616","lethal_recessive"
"2002","FBgn0016840","FBgn0016840","lethal (1) MZ9","l(1)MZ9","lethal_recessive"
"2003","FBgn0027999","FBgn0027999","lethal (3) S121910b","l(3)S121910b","lethal_recessive"
"2004","FBgn0264491","FBgn0264491","held out wings","how","lethal_recessive"
"2005","FBgn0027282","FBgn0027282","lethal (1) G0186","l(1)G0186","lethal_recessive"
"2006","FBgn0002681","FBgn0002681","maternal effect syncytial blastoderm arrest I","mat(2)syn-I","lethal_recessive"
"2007","FBgn0002427","FBgn0002427","lethal (3) F31","l(3)F31","lethal_recessive"
"2008","FBgn0266848","FBgn0266848","wings apart","wap","lethal_recessive"
"2009","FBgn0264802","FBgn0264802","lethal (3) 64Ab","l(3)64Ab","lethal_recessive"
"2010","FBgn0060986","FBgn0060986","lethal (3) S028113","l(3)S028113","lethal_recessive"
"2011","FBgn0005533","FBgn0005533","Ribosomal protein S17","RpS17","lethal_recessive"
"2012","FBgn0266581","FBgn0266581","pitchoune","pit","lethal_recessive"
"2013","FBgn0022002","FBgn0022002","lethal (2) k09314b","l(2)k09314b","lethal_recessive"
"2014","FBgn0003158","FBgn0003158","pentagon","ptg","lethal_recessive"
"2015","FBgn0041117","FBgn0041117","lethal (2) k09834","l(2)k09834","lethal_recessive"
"2016","FBgn0065271","FBgn0065271","lethal (2) SH2057","l(2)SH2057","lethal_recessive"
"2017","FBgn0264672","FBgn0264672","EGF-domain O-GlcNAc transferase","Eogt","lethal_recessive"
"2018","FBgn0014223","FBgn0014223","lethal (2) 31Eb","l(2)31Eb","lethal_recessive"
"2019","FBgn0060427","FBgn0060427","lethal (3) S126201","l(3)S126201","lethal_recessive"
"2020","FBgn0263903","FBgn0263903","-","l(3)OL24","lethal_recessive"
"2021","FBgn0044495","FBgn0044495","DTD45.11","DTD45.11","lethal_recessive"
"2022","FBgn0001793","FBgn0001793","lethal (1) Mb24","l(1)Mb24","lethal_recessive"
"2023","FBgn0026649","FBgn0026649","lethal (2) 61E5","l(2)61E5","lethal_recessive"
"2024","FBgn0285948","FBgn0285948","Ribosomal protein L27A","RpL27A","lethal_recessive"
"2025","FBgn0040283","FBgn0040283","Structural maintenance of chromosomes 1","SMC1","lethal_recessive"
"2026","FBgn0041843","FBgn0041843","E(Sev-CycE)D50","E(Sev-CycE)D50","lethal_recessive"
"2027","FBgn0029015","FBgn0029015","lethal (3) 77CDj","l(3)77CDj","lethal_recessive"
"2028","FBgn0070044","FBgn0070044","3R-196-22","3R-196-22","lethal_recessive"
"2029","FBgn0002324","FBgn0002324","lethal (3) 86Fc","l(3)86Fc","lethal_recessive"
"2030","FBgn0022765","FBgn0022765","Scruffy","Scruffy","lethal_recessive"
"2031","FBgn0029032","FBgn0029032","lethal (2) R209","l(2)R209","lethal_recessive"
"2032","FBgn0004544","FBgn0004544","lethal (4) 102CDo","l(4)102CDo","lethal_recessive"
"2033","FBgn0010118","FBgn0010118","lethal (1) 16Fe","l(1)16Fe","lethal_recessive"
"2034","FBgn0026217","FBgn0026217","lethal (3) 06734","l(3)06734","lethal_recessive"
"2035","FBgn0028217","FBgn0028217","lethal (3) S008224","l(3)S008224","lethal_recessive"
"2036","FBgn0024352","FBgn0024352","Stress induced phosphoprotein 1","Stip1","lethal_recessive"
"2037","FBgn0001344","FBgn0001344","lethal (1) 1Da","l(1)1Da","lethal_recessive"
"2038","FBgn0010730","FBgn0010730","lethal (3) 00836","l(3)00836","lethal_recessive"
"2039","FBgn0065861","FBgn0065861","lethal (2) SH0273","l(2)SH0273","lethal_recessive"
"2040","FBgn0065373","FBgn0065373","lethal (2) SH1692","l(2)SH1692","lethal_recessive"
"2041","FBgn0029012","FBgn0029012","lethal (3) 77CDm","l(3)77CDm","lethal_recessive"
"2042","FBgn0038118","FBgn0038118","timeout","timeout","lethal_recessive"
"2043","FBgn0004110","FBgn0004110","tinman","tin","lethal_recessive"
"2044","FBgn0002654","FBgn0002654","maternal effect cellularisation defect C","mat(2)cell-C","lethal_recessive"
"2045","FBgn0000237","FBgn0000237","bulge","bul","lethal_recessive"
"2046","FBgn0013938","FBgn0013938","Enhancer of seven in absentia 3","E(sina)3","lethal_recessive"
"2047","FBgn0004963","FBgn0004963","ambiguous","abg","lethal_recessive"
"2048","FBgn0003646","FBgn0003646","Suppressor of zeste 4","Su(z)4","lethal_recessive"
"2049","FBgn0000173","FBgn0000173","bendless","ben","lethal_recessive"
"2050","FBgn0001688","FBgn0001688","lethal (1) ESHS9","l(1)ESHS9","lethal_recessive"
"2051","FBgn0065811","FBgn0065811","lethal (2) SH0384","l(2)SH0384","lethal_recessive"
"2052","FBgn0024277","FBgn0024277","trio","trio","lethal_recessive"
"2053","FBgn0065931","FBgn0065931","lethal (2) SH0134","l(2)SH0134","lethal_recessive"
"2054","FBgn0005272","FBgn0005272","lethal (3) SG92","l(3)SG92","lethal_recessive"
"2055","FBgn0026654","FBgn0026654","lethal (2) 2D8","l(2)2D8","lethal_recessive"
"2056","FBgn0014048","FBgn0014048","Su(tor)2-237","Su(tor)2-237","lethal_recessive"
"2057","FBgn0014309","FBgn0014309","lethal (3) neo65","l(3)neo65","lethal_recessive"
"2058","FBgn0065920","FBgn0065920","lethal (2) SH0155","l(2)SH0155","lethal_recessive"
"2059","FBgn0021975","FBgn0021975","lethal (2) k09927","l(2)k09927","lethal_recessive"
"2060","FBgn0027122","FBgn0027122","lethal (?) 5A","l(?)5A","lethal_recessive"
"2061","FBgn0277418","FBgn0277418","-","l(3)psg28","lethal_recessive"
"2062","FBgn0019741","FBgn0019741","lethal (1) 9","l(1)9","lethal_recessive"
"2063","FBgn0038947","FBgn0038947","Secretion-associated Ras-related 1","Sar1","lethal_recessive"
"2064","FBgn0035617","FBgn0035617","lethal (3) persistent salivary gland 2","l(3)psg2","lethal_recessive"
"2065","FBgn0015375","FBgn0015375","currant bun","cub","lethal_recessive"
"2066","FBgn0260120","FBgn0260120","-","2L2853","lethal_recessive"
"2067","FBgn0022084","FBgn0022084","lethal (2) k07502b","l(2)k07502b","lethal_recessive"
"2068","FBgn0005432","FBgn0005432","flightless K","fliK","lethal_recessive"
"2069","FBgn0262524","FBgn0262524","verrocchio","ver","lethal_recessive"
"2070","FBgn0022090","FBgn0022090","lethal (2) k07312b","l(2)k07312b","lethal_recessive"
"2071","FBgn0024330","FBgn0024330","Mediator complex subunit 6","MED6","lethal_recessive"
"2072","FBgn0019733","FBgn0019733","lethal (1) A13","l(1)A13","lethal_recessive"
"2073","FBgn0060871","FBgn0060871","lethal (3) S047003","l(3)S047003","lethal_recessive"
"2074","FBgn0046844","FBgn0046844","immune response deficient 24","ird24","lethal_recessive"
"2075","FBgn0284251","FBgn0284251","lethal (2) 05287","l(2)05287","lethal_recessive"
"2076","FBgn0001397","FBgn0001397","lethal (1) 2Dg","l(1)2Dg","lethal_recessive"
